,comment,cl_comment,wordlist,emojis,sent,user,mentioned
4040,"Congratulations! You’ve been randomly selected as a $1,000 #ChimeInWinning 🥳 Please kindly dm us with the email associated with your account in the next 24 hrs. If you’re not a Chime Spending Account holder, you have 24 hrs to sign up for an account at chime.com to claim your prize. If we don’t in the next 24hrs we’ll have to select another winner. If you have questions or issues about signing up let us know ASAP! Thanks for chiming in and spreading good vibes..",congratul randomli select 1000 chimeinwin pleas kindli dm us email associ account next 24 hr chime spend account holder 24 hr sign account chimecom claim prize next 24hr select anoth winner question issu sign let us know asap thank chime spread good vibe,"['congratul', 'randomli', 'select', '1000', 'chimeinwin', 'pleas', 'kindli', 'dm', 'us', 'email', 'associ', 'account', 'next', '24', 'hr', 'chime', 'spend', 'account', 'holder', '24', 'hr', 'sign', 'account', 'chimecom', 'claim', 'prize', 'next', '24hr', 'select', 'anoth', 'winner', 'question', 'issu', 'sign', 'let', 'us', 'know', 'asap', 'thank', 'chime', 'spread', 'good', 'vibe']",['🥳'],pos,online_sweepstakes_bonus_87464,[]
4041,Ahhh thems ❤️😩,ahhh them,"['ahhh', 'them']","['❤', '😩']",pos,m1g4ra,[]
4042,😮😮😮🔥,,[],"['😮', '😮', '😮', '🔥']",pos,drozdziii,[]
4043,😍❤️,,[],"['😍', '❤']",pos,5256star,[]
4044,Ka duhlutukkkkk cheeeeeeeeeeeeeeee,ka duhlutukkkkk cheeeeeeeeeeeeeeee,"['ka', 'duhlutukkkkk', 'cheeeeeeeeeeeeeeee']",[],pos,_lalengss_,[]
4045,رمضان كريم يفنانييين❤️❤️,,[],"['❤', '❤']",pos,dr.brouce.banner,[]
4046,@nefelisoloupi,,[],[],pos,danae.agl,['nefelisoloupi']
4047,😍😍,,[],"['😍', '😍']",pos,aggro_5757,[]
4048,Đúng là ng đẹp mặc giẻ rách cx đẹp 😍,ng l ng p mc gi rch cx p,"['ng', 'l', 'ng', 'p', 'mc', 'gi', 'rch', 'cx', 'p']",['😍'],pos,lynnbuii_291,[]
4049,❤️❤️❤️❤️,,[],"['❤', '❤', '❤', '❤']",pos,bthph_,[]
4050,رمضان يافقحه,,[],[],pos,4vd7,[]
4051,👏🤩🤩🤩,,[],"['👏', '🤩', '🤩', '🤩']",pos,drmateomj3,[]
4052,😍😍😍😍,,[],"['😍', '😍', '😍', '😍']",pos,rayanee_sant,[]
4053,Hello d,hello,['hello'],[],pos,mugendi279,[]
4054,You guys are 🔥🔥🔥,guy,['guy'],"['🔥', '🔥', '🔥']",pos,amabeauty894,[]
4055,Promote❣️it on @absolute._.records✅,promoteit,['promoteit'],"['❣', '✅']",pos,quoi328,['absolute._.records']
4056,Promote❣️it on @absolute._.records✅,promoteit,['promoteit'],"['❣', '✅']",pos,quoi328,['absolute._.records']
4057,🔥🔥🔥🔥❤️❤️❤️,,[],"['🔥', '🔥', '🔥', '🔥', '❤', '❤', '❤']",pos,style__irr,[]
4058,از پیج ما هم دیدن کنید💜🤩,,[],"['💜', '🤩']",pos,style__irr,[]
4059,No clothes is available,cloth avail,"['cloth', 'avail']",[],pos,saidahmadshahsaidahmadshah,[]
4060,😍,,[],['😍'],pos,workandlife365,[]
4061,😍😍😍,,[],"['😍', '😍', '😍']",pos,whoa_it_tron_,[]
4062,Hii,hii,['hii'],[],pos,firojkhanfk9027,[]
4063,🔥,,[],['🔥'],pos,tomas_25,[]
4064,❤️❤️,,[],"['❤', '❤']",pos,nicholashelmsley,[]
4065,😍,,[],['😍'],pos,carmen_wyler,[]
4066,Окажу финансовую помощь мне не сложно,,[],[],pos,maks.money.jpg,[]
4067,Gorgeous 💜,gorgeou,['gorgeou'],['💜'],pos,snowboardgene,[]
4068,Twin,twin,['twin'],[],pos,michelleanita63,[]
4069,🔥🔥🔥😍😍😍,,[],"['🔥', '🔥', '🔥', '😍', '😍', '😍']",pos,kaufmann2398,[]
4070,🔥🔥🔥🔥,,[],"['🔥', '🔥', '🔥', '🔥']",pos,sexy.boy.rehannn,[]
4071,🙌🙌🙌,,[],"['🙌', '🙌', '🙌']",pos,sexy.boy.rehannn,[]
4072,🔥🔥,,[],"['🔥', '🔥']",pos,utkarsh_rider_,[]
4073,🔥🔥,,[],"['🔥', '🔥']",pos,utkarsh_rider_,[]
4074,🔥🔥,,[],"['🔥', '🔥']",pos,batuyener878,[]
4075,Sexyyy lady,sexyyi ladi,"['sexyyi', 'ladi']",[],pos,batuyener878,[]
4076,😩😩,,[],"['😩', '😩']",pos,perikulus,[]
4077,🪷🪷📸🙏🏻,,[],"['\U0001fab7', '\U0001fab7', '📸', '🙏', '🏻']",pos,atul_gohel_dt,[]
4078,❤️,,[],['❤'],pos,missyasamin.dn,[]
4079,Lb,lb,['lb'],[],pos,shalduncan,[]
4080,Lb,lb,['lb'],[],pos,shalduncan,[]
4081,Lb,lb,['lb'],[],pos,shalduncan,[]
4082,❤️,,[],['❤'],pos,alannalexus,[]
4083,you could've at least put some purple colors in that pallet,could least put purpl color pallet,"['could', 'least', 'put', 'purpl', 'color', 'pallet']",[],pos,nil_rahimizade,[]
4084,🖤🖤🖤🖤🌹🦢🌹🦢🌹🖤🖤🖤🖤,,[],"['🖤', '🖤', '🖤', '🖤', '🌹', '🦢', '🌹', '🦢', '🌹', '🖤', '🖤', '🖤', '🖤']",pos,t.black.point.fr,[]
4085,@bearchivor  WEY POR QUÉ NO NOS VEMOS ASIII???? Ptm!!!!!,wey por qu no vemo asiii ptm,"['wey', 'por', 'qu', 'no', 'vemo', 'asiii', 'ptm']",[],neg,armcas95,['bearchivor']
4086,❤️❤️❤️❤️❤️,,[],"['❤', '❤', '❤', '❤', '❤']",pos,tony721765,[]
4087,❤️❤️,,[],"['❤', '❤']",pos,tiahjda,[]
4088,❤️❤️,,[],"['❤', '❤']",pos,paid_.girl_.service__,[]
4089,حب,,[],[],pos,snafi110,[]
4090,only you ❤️🔥,,[],"['❤', '🔥']",pos,mohammad52hertz,[]
4091,"Kendall & Kylie Jenner,",kendal kyli jenner,"['kendal', 'kyli', 'jenner']",[],pos,d.v.chatterji,[]
4092,Strong and fitness booms yaar kaise palrakhe yaar keep it up,strong fit boom yaar kais palrakh yaar keep,"['strong', 'fit', 'boom', 'yaar', 'kais', 'palrakh', 'yaar', 'keep']",[],pos,reddypogusureshrpsuresh,[]
4093,So hot and so sexy❤️,hot sexi,"['hot', 'sexi']",['❤'],pos,manjit1925singh,[]
4094,Onlyfans?,onlyfan,['onlyfan'],[],pos,tanikelladhurjati,[]
4095,Cangtip sekali kalian be2😍😍😍😍,cangtip sekali kalian be2,"['cangtip', 'sekali', 'kalian', 'be2']","['😍', '😍', '😍', '😍']",pos,erieseptya,[]
4096,Hallo❤️❤️❤️❤️,hallo,['hallo'],"['❤', '❤', '❤', '❤']",pos,aaaalllll_1234,[]
4097,Lb,lb,['lb'],[],pos,shalduncan,[]
4098,Lb,lb,['lb'],[],pos,shalduncan,[]
4099,Lb,lb,['lb'],[],pos,shalduncan,[]
4100,𝐁𝐄𝐀𝐔𝐓𝐈𝐄𝐒 💜🛐,,[],"['💜', '🛐']",pos,lida_nuggets,[]
4101,😍😍😍,,[],"['😍', '😍', '😍']",pos,onsee.fr,[]
4102,🔥🔥🔥,,[],"['🔥', '🔥', '🔥']",pos,onsee.fr,[]
4103,❤️❤️❤️,,[],"['❤', '❤', '❤']",pos,onsee.fr,[]
4104,Beauties4R,beauties4r,['beauties4r'],[],pos,rarecrispy_mood4pf,[]
4105,🔥🌺💜🏵,,[],"['🔥', '🌺', '💜', '🏵']",pos,snowangel2020_,[]
4106,Beautiful,beauti,['beauti'],[],pos,malikanwarbhatti,[]
4107,Cantikk,cantikk,['cantikk'],[],pos,novalia_asia,[]
4108,许愿 肯豆保我瘦10斤👏,10,['10'],['👏'],pos,moe_ichi63,[]
4109,😍😍😍😍😍😍😍,,[],"['😍', '😍', '😍', '😍', '😍', '😍', '😍']",pos,jiboymandey,[]
4110,🔥🔥🔥,,[],"['🔥', '🔥', '🔥']",pos,al.irza9478,[]
4111,@_taasinnnn_ একটা তুমার একটা আমার👀,,[],['👀'],pos,__imti__az__,['_taasinnnn_']
4112,@_taasinnnn_ odr k cino tmi👀,odr k cino tmi,"['odr', 'k', 'cino', 'tmi']",['👀'],neg,__imti__az__,['_taasinnnn_']
4113,@__imti__az__ অকে ডান। বামের গ আর,,[],[],pos,_taasinnnn_,['__imti__az__']
4114,@__imti__az__ ত চিনব না?,,[],[],pos,_taasinnnn_,['__imti__az__']
4115,🔥🔥🔥🔥🔥🔥,,[],"['🔥', '🔥', '🔥', '🔥', '🔥', '🔥']",pos,al.irza9478,[]
4116,enekua fota kaani amar eyat kuneu nipindhe o aai hot,enekua fota kaani amar eyat kuneu nipindh aai hot,"['enekua', 'fota', 'kaani', 'amar', 'eyat', 'kuneu', 'nipindh', 'aai', 'hot']",[],pos,areyadownbad,[]
4117,❤❤,,[],"['❤', '❤']",pos,miss_bidisha_,[]
4118,😢😢😢,,[],"['😢', '😢', '😢']",pos,kingvovin,[]
4119,❤️,,[],['❤'],pos,annappa2409,[]
4120,🔥🔥🔥🔥,,[],"['🔥', '🔥', '🔥', '🔥']",pos,edythindrayana,[]
4121,👏👏,,[],"['👏', '👏']",pos,mjolish,[]
4122,@sonia.std,,[],[],pos,plmillsmily,['sonia.std']
4123,Cute pic,cute pic,"['cute', 'pic']",[],pos,mjolish,[]
4124,Bellezón!!!,bellezn,['bellezn'],[],pos,oscarsevillanopison,[]
4125,❤️🔥😍,,[],"['❤', '🔥', '😍']",pos,ravidassodha,[]
4126,❤️😍😍😢😍😍,,[],"['❤', '😍', '😍', '😢', '😍', '😍']",pos,hussainjakir9j,[]
4127,❤️❤️❤️,,[],"['❤', '❤', '❤']",pos,moerenhoutmano,[]
4128,Purple’s QUEENS 💜,purpl queen,"['purpl', 'queen']",['💜'],pos,fatima__raheem,[]
4129,Congratulations 🎊,congratul,['congratul'],['🎊'],pos,fatima__raheem,[]
4130,Cb,cb,['cb'],[],pos,sophiealmorris,[]
4131,So beautiful 💜🤗💜,beauti,['beauti'],"['💜', '🤗', '💜']",pos,george.moussa.1999,[]
4132,Hello,hello,['hello'],[],pos,obsadiribaetefa,[]
4133,I’m too Inlove with your FAMILY to jus be a fan. 😑😂😍🙊🥴,inlov famili ju fan,"['inlov', 'famili', 'ju', 'fan']","['😑', '😂', '😍', '🙊', '🥴']",pos,travisluqueexposito,[]
4134,Bruh,bruh,['bruh'],[],pos,art.aip,[]
4135,Cutcieeeezz!😍😍,cutcieeeezz,['cutcieeeezz'],"['😍', '😍']",pos,dabratt.monieee,[]
4136,@chominzu 해체주의+자매사진,,[],[],pos,dpfa2,['chominzu']
4137,😍😍😍😍😍😍😍😍,,[],"['😍', '😍', '😍', '😍', '😍', '😍', '😍', '😍']",pos,beyond_b881,[]
4138,♥❤,,[],"['♥', '❤']",pos,sony_5559,[]
4139,🔥🔥🔥,,[],"['🔥', '🔥', '🔥']",pos,pv_dhotre,[]
4140,ات,,[],[],pos,akssjsi,[]
4141,me and u in the f*kng  futered lol @evitachristyy,u f kng futer lol,"['u', 'f', 'kng', 'futer', 'lol']",[],pos,kireysa_,['evitachristyy']
4142,"@kireysa_ 1 step is buying that collab, just wait till arrive 😋",1 step buy collab wait till arriv,"['1', 'step', 'buy', 'collab', 'wait', 'till', 'arriv']",['😋'],pos,evitachristyy,['kireysa_']
4143,Damn i want to buy this and im a heterosexual guy 🔥 👏,damn want buy im heterosexu guy,"['damn', 'want', 'buy', 'im', 'heterosexu', 'guy']","['🔥', '👏']",neg,shawnvbeasy,[]
4144,Muñecas de plástico muy bellas,mueca de plstico muy bella,"['mueca', 'de', 'plstico', 'muy', 'bella']",[],pos,albaalicia.zalazar,[]
4145,Gorgeous !!,gorgeou,['gorgeou'],[],pos,nessaolderwage,[]
4146,Nice figure good looking pics very hard,nice figur good look pic hard,"['nice', 'figur', 'good', 'look', 'pic', 'hard']",[],pos,adeel.rajput.3538,[]
4147,👏🙌,,[],"['👏', '🙌']",pos,aadvik_shh,[]
4148,@pupaprilis_ pus katane meh beli bajune kwi,pu katan meh beli bajun kwi,"['pu', 'katan', 'meh', 'beli', 'bajun', 'kwi']",[],neg,prtva.ka,['pupaprilis_']
4149,@prtva.ka engga makasih,engga makasih,"['engga', 'makasih']",[],pos,pupaprilis_,['prtva.ka']
4150,في رمضان,,[],[],pos,_.3li7vfix._,[]
4151,❤️🔥🔥,,[],"['❤', '🔥', '🔥']",pos,henrid732,[]
4152,😍😍,,[],"['😍', '😍']",pos,walbertogarza,[]
4153,❤️❤️,,[],"['❤', '❤']",pos,mehrshad_habibpour,[]
4154,Beauties🌹🌹🦋🦋💙🙏,beauti,['beauti'],"['🌹', '🌹', '🦋', '🦋', '💙', '🙏']",pos,mikaelrova,[]
4155,❤️❤️❤️,,[],"['❤', '❤', '❤']",pos,valerie_haans,[]
4156,😍,,[],['😍'],pos,road_runnerzz,[]
4157,Cool,cool,['cool'],[],pos,ejiro395,[]
4158,😮😍❤️❤️❤️❤️,,[],"['😮', '😍', '❤', '❤', '❤', '❤']",pos,herlan3805,[]
4159,🔥,,[],['🔥'],pos,13_malhas_13,[]
4160,👏,,[],['👏'],pos,ejiro395,[]
4161,"I'm upset they didn't spell collection with a ""K""",upset nt spell collect k,"['upset', 'nt', 'spell', 'collect', 'k']",[],neg,jtmalone86,[]
4162,Tell me a way more hotter person than u ? I’m waiting,tell way hotter person u wait,"['tell', 'way', 'hotter', 'person', 'u', 'wait']",[],pos,namastay.the.fuckaway,[]
4163,❤️❤️❤️❤️❤️❤️,,[],"['❤', '❤', '❤', '❤', '❤', '❤']",pos,diamondlittle41,[]
4164,beatifull,beatiful,['beatiful'],[],pos,wangulanguyohanesk,[]
4165,🔥,,[],['🔥'],pos,yasarysmin,[]
4166,Sexy,sexi,['sexi'],[],pos,mr_gamer._100,[]
4167,Wow ❤️🔥❤️,wow,['wow'],"['❤', '🔥', '❤']",pos,klaudi.qb,[]
4168,💜💜,,[],"['💜', '💜']",pos,mamooress,[]
4169,Who's hotter? Kylie or Kendall? 🔥🔥🔥,hotter kyli kendal,"['hotter', 'kyli', 'kendal']","['🔥', '🔥', '🔥']",pos,instabhi1524,[]
4170,🔥❤️,,[],"['🔥', '❤']",pos,_._._cocacola_._._,[]
4171,Fb,fb,['fb'],[],pos,tiffaniexanne,[]
4172,Row,row,['row'],[],pos,tiffaniexanne,[]
4173,Lb,lb,['lb'],[],pos,tiffaniexanne,[]
4174,ten film reklamowy wyglada jak te co na tik toku robia,ten film reklamowi wyglada jak te co na tik toku robia,"['ten', 'film', 'reklamowi', 'wyglada', 'jak', 'te', 'co', 'na', 'tik', 'toku', 'robia']",[],pos,asiusiulka,[]
4175,😍😍😍😍😍😍,,[],"['😍', '😍', '😍', '😍', '😍', '😍']",pos,david161091,[]
4176,Woah,woah,['woah'],[],pos,iiisxmar,[]
4177,❤️❤️❤️,,[],"['❤', '❤', '❤']",pos,taoudrous,[]
4178,👏👏👏👏👏👏👏,,[],"['👏', '👏', '👏', '👏', '👏', '👏', '👏']",pos,jesaimer,[]
4179,❤️❤️❤️ly,ly,['ly'],"['❤', '❤', '❤']",pos,veelgoddy4,[]
4180,"@aka.efraim τι πανεμορφο πλασμα ειναι αυτο, και τι φτωχο",,[],[],pos,mixalis_tsitos,['aka.efraim']
4181,@mixalis_tsitos πονηρεεεεε,,[],[],pos,aka.efraim,['mixalis_tsitos']
4182,@aka.efraim δροσερεεε,,[],[],pos,mixalis_tsitos,['aka.efraim']
4183,@mixalis_tsitos αλεπουδιαρηηηηη,,[],[],pos,aka.efraim,['mixalis_tsitos']
4184,"I can’t wear this piece. This is not a dress, what is this? My lord what’s going on this pices😢😢😢",wear piec dress lord go pice,"['wear', 'piec', 'dress', 'lord', 'go', 'pice']","['😢', '😢', '😢']",pos,softball_basketball,[]
4185,https://jibon123456789.blogspot.com/2022/04/tesla-inc-2022.html?m=1,http jibon123456789blogspotcom202204teslainc2022html m1,"['http', 'jibon123456789blogspotcom202204teslainc2022html', 'm1']",[],pos,earning8129,[]
4186,Looking amazing ladies 👌👍👊,look amaz ladi,"['look', 'amaz', 'ladi']","['👌', '👍', '👊']",pos,aterryjohn,[]
4187,Hi Kennie ❤️,hi kenni,"['hi', 'kenni']",['❤'],pos,jeanichiwa,[]
4188,I love you,love,['love'],[],pos,saifrehman9713,[]
4189,Saif rehman 917351583545,saif rehman 917351583545,"['saif', 'rehman', '917351583545']",[],pos,saifrehman9713,[]
4190,💖💖💖💖💖,,[],"['💖', '💖', '💖', '💖', '💖']",pos,kanko403,[]
4191,🤍,,[],['🤍'],pos,lunatixcrew,[]
4192,😍😍😍😍😍😍,,[],"['😍', '😍', '😍', '😍', '😍', '😍']",pos,bul_gama,[]
4193,Hii,hii,['hii'],[],pos,pintuprihar30,[]
4194,Уфф че за анаконда🔥,,[],['🔥'],pos,saitkhanov,[]
4195,😍😍😍😍,,[],"['😍', '😍', '😍', '😍']",pos,_nashontasho,[]
4196,💜💜💜💜,,[],"['💜', '💜', '💜', '💜']",pos,lbubblez,[]
4197,The 1 percent...,1 percent,"['1', 'percent']",[],pos,breaking__the__algorithm,[]
4198,🔥,,[],['🔥'],pos,nspot_treaties,[]
4199,🔥🔥🔥 LbLbLbLbLb,lblblblblb,['lblblblblb'],"['🔥', '🔥', '🔥']",pos,faith_and_farrah,[]
4200,❤️❤️❤️ LbLbLbLbLb,lblblblblb,['lblblblblb'],"['❤', '❤', '❤']",pos,faith_and_farrah,[]
4201,raving beauty,rave beauti,"['rave', 'beauti']",[],pos,amarsinghtarungi,[]
4202,Kennyyyy cakeppp bgt amuhh 😍😍😍😍😍,kennyyyy cakeppp bgt amuhh,"['kennyyyy', 'cakeppp', 'bgt', 'amuhh']","['😍', '😍', '😍', '😍', '😍']",pos,taniavarerina,[]
4203,👏👏👏 so cute,cute,['cute'],"['👏', '👏', '👏']",pos,terseertavershima,[]
4204,Baddie like the racks 🔥🙌😍,baddi like rack,"['baddi', 'like', 'rack']","['🔥', '🙌', '😍']",pos,savageflows3,[]
4205,🔥🔥🔥,,[],"['🔥', '🔥', '🔥']",pos,itsjustmanu__,[]
4206,Absolutely Stunner hotties 😱😨😰,absolut stunner hotti,"['absolut', 'stunner', 'hotti']","['😱', '😨', '😰']",pos,stexxy6,[]
4207,Pretty girls 😍,pretti girl,"['pretti', 'girl']",['😍'],pos,0._hekmat_.0,[]
4208,I  love  my india,love india,"['love', 'india']",[],pos,vik.ash7190,[]
4209,@dannie_jjb I like the colors,like color,"['like', 'color']",[],pos,sanbornnycole,['dannie_jjb']
4210,@sanbornnycole it’s pretty,pretti,['pretti'],[],pos,dannie_jjb,['sanbornnycole']
4211,❤️,,[],['❤'],pos,ailahleen,[]
4212,Destruction 🔥,destruct,['destruct'],['🔥'],neg,bullxai,[]
4213,😍😍😍,,[],"['😍', '😍', '😍']",pos,january_aaaaa,[]
4214,Ես ու քուրս իմ քանի տարուց,,[],[],pos,lahmajoemsirum,[]
4215,Made by staving children I reckon?,made stave children reckon,"['made', 'stave', 'children', 'reckon']",[],pos,stanleychristiaensen,[]
4216,Lb,lb,['lb'],[],pos,laybelynra,[]
4217,Row,row,['row'],[],pos,laybelynra,[]
4218,Pornhub vi aspetta,pornhub vi aspetta,"['pornhub', 'vi', 'aspetta']",[],pos,giorgiointernicola,[]
4219,👠👠👠👠👠,,[],"['👠', '👠', '👠', '👠', '👠']",pos,vijayavijaya8534,[]
4220,Yashhhhh🔥🔥,yashhhhh,['yashhhhh'],"['🔥', '🔥']",pos,jessicavansch,[]
4221,We can't wait to try them all 😍😍,ca nt wait tri,"['ca', 'nt', 'wait', 'tri']","['😍', '😍']",pos,whot.it,[]
4222,❤️,,[],['❤'],pos,0nly._.me._,[]
4223,Beautiful sisters 😍,beauti sister,"['beauti', 'sister']",['😍'],pos,nicole_mnyc_,[]
4224,"Knowledge area code, y'all bitches are everywhere lol, better to beat em then join em lmao",knowledg area code yall bitch everywher lol better beat em join em lmao,"['knowledg', 'area', 'code', 'yall', 'bitch', 'everywher', 'lol', 'better', 'beat', 'em', 'join', 'em', 'lmao']",[],pos,mode_beast13,[]
4225,I just got all the collection of Kylie products now this 👏😍❤️,got collect kyli product,"['got', 'collect', 'kyli', 'product']","['👏', '😍', '❤']",pos,latina.nailea,[]
4226,How do I collect?,collect,['collect'],[],pos,fshoji415,[]
4227,😍😍😍😍,,[],"['😍', '😍', '😍', '😍']",pos,mariami_papunashvili,[]
4228,Just kendall🧊,kendal,['kendal'],['🧊'],pos,amilisun,[]
4229,My sweat smells like weed,sweat smell like weed,"['sweat', 'smell', 'like', 'weed']",[],pos,rel4tablesituations,[]
4230,Go you big $exy $lut just marry me already 😌😍🤧,go big exi lut marri alreadi,"['go', 'big', 'exi', 'lut', 'marri', 'alreadi']","['😌', '😍', '🤧']",pos,semisi.natavuto,[]
4231,Farzana,farzana,['farzana'],[],pos,ik1234254,[]
4232,LB cb,lb cb,"['lb', 'cb']",[],pos,misskaityashton,[]
4233,CB,cb,['cb'],[],pos,misskaityashton,[]
4234,LB,lb,['lb'],[],pos,misskaityashton,[]
4235,Top,top,['top'],[],pos,misskaityashton,[]
4236,Recents,recent,['recent'],[],pos,misskaityashton,[]
4237,Lblblb,lblblb,['lblblb'],[],pos,misskaityashton,[]
4238,Beautifuls😍,beauti,['beauti'],['😍'],pos,eli.mahdavkt,[]
4239,Recent ❤️❤️,recent,['recent'],"['❤', '❤']",pos,elbaz18,[]
4240,❤️❤️❤️,,[],"['❤', '❤', '❤']",pos,hitler.ati,[]
4241,🔥🔥🔥,,[],"['🔥', '🔥', '🔥']",pos,michellemitch89,[]
4242,😍😍😍😍😍❤️❤️❤️😍😍😍,,[],"['😍', '😍', '😍', '😍', '😍', '❤', '❤', '❤', '😍', '😍', '😍']",pos,nehasingh_dt_876_official,[]
4243,💜💜,,[],"['💜', '💜']",pos,anjellygalvan,[]
4244,loveeeeeeee❤️❤️❤️❤️❤️❤️❤️,loveeeeeee,['loveeeeeee'],"['❤', '❤', '❤', '❤', '❤', '❤', '❤']",pos,azaahar_aisyah,[]
4245,🙂🍭🙂,,[],"['🙂', '🍭', '🙂']",pos,yummigrls,[]
4246,AELAHHH WOIII CAKEPP BGTTT😭😭❤️❤️❤️❤️❤️❤️❤️,aelahhh woiii cakepp bgttt,"['aelahhh', 'woiii', 'cakepp', 'bgttt']","['😭', '😭', '❤', '❤', '❤', '❤', '❤', '❤', '❤']",pos,tesaaokt_,[]
4247,💜🥲,,[],"['💜', '🥲']",pos,elham._.rabiee,[]
4248,🔥🇩🇿,,[],['🔥'],pos,tourism_25,[]
4249,😍😍🔥,,[],"['😍', '😍', '🔥']",pos,92thestudio,[]
4250,Kendal 100 🔥🔥🔥,kendal 100,"['kendal', '100']","['🔥', '🔥', '🔥']",pos,raturita23,[]
4251,"извините,но у меня даже половая тряпка приличней выглядит чем эти платья",,[],[],pos,vamolks,[]
4252,моя😍😍😍,,[],"['😍', '😍', '😍']",pos,esekavhd,[]
4253,🙌❤️,,[],"['🙌', '❤']",pos,adhav8034,[]
4254,💜,,[],['💜'],pos,letcia_nascimento,[]
4255,😍,,[],['😍'],pos,nayxx.la,[]
